identifier,New Index,Record Index,origin_url,title,Date,Cartoonists,Publisher,Page no,description,Authorities
DCDL-0020239,197,398,http://tapuhi.natlib.govt.nz/cgi-bin/spydus/NAV/GLOBAL/OPHDR/1/1503016,"Evans, Malcolm Paul, 1945- :Dear ChCh thinking of you all xxx NZ. 21 February 2012",22/02/2012,"Evans, Malcolm Paul","Timaru herald (Newspaper); Press (Christchurch, N.Z.); Manawatu standard (Newspaper)",MS 9; TH 12; P A18 ,"Shows a mobile phone with a text on it that reads 'Dear Chch (Christchurch) thinking of u (you) all xxx NZ'. Context: Refers to the commemoration events taking place in Christchurch on 22 February 2012 which is the first anniversary of the 2011 earthquake which killed 185 people. Mobile phones were instrumental in helping to locate victims and in enabling people to communicate with trapped victims.
","Christchurch Earthquake, N.Z., 2011 - Anniversaries, etc. (subject_authority) # Empathy (subject_authority)"
DCDL-0017282,198,401,http://tapuhi.natlib.govt.nz/cgi-bin/spydus/NAV/GLOBAL/OPHDR/1/1416090,"Brockie, Robert Ellison, 1932-:[The New Zealand ship of state] 4 March 2011",04/03/2011,"Brockie, Robert Ellison",National Business Review (Newspaper),NBR 14,"A ship named 'NZ Ship of State' lies high and dry on rocks; the great jagged holes in her represent 'the recession', 'Pike River', 'Chch 1' and 'Chch 2'. A man standing nearby asks 'How will we refloat her?' and a second man answers '...by cutting Working for Families & interest-free student loans' Someone outside the frame says 'Where's the No. 8 wire?' Context is the New Zealand economy and the impact of the Recession, Christchurch earthquakes of 4 September 2010 and 22 February 2011 and the Pike River Mine disaster before that. ",New Zealand - Economic conditions (subject_authority) # Coal mine accidents - New Zealand (subject_authority) # Infrastructure (Economics) - Earthquake effects (subject_authority)
DCDL-0018017,199,402,http://tapuhi.natlib.govt.nz/cgi-bin/spydus/NAV/GLOBAL/OPHDR/1/1452144,"Brockie, Robert Ellison, 1932- :""But off the record to look for a quiet spot to retire to!"" 10 June 2011",10/06/2011,"Brockie, Robert Ellison",National Business Review (Newspaper),NBR 14,"Text reads 'Dalai Lama visits Christchurch ostensibly to sympathise with quake-hit residents'. The cartoon shows the Dalai Lama bestowing blessings on a large crowd. In an insert he is seen sitting cross-legged on top of Mount Cook saying 'But off the record I came to look for a quiet spot to retire to!' Context - The Dalai Lama visited the quake-hit city for two days in early June. He also sent a letter of condolence to Prime Minister John Key after the February 22 earthquake.
","Dalai Lama Tenzin Gyatso, 1935- (name_authority) # Empathy (subject_authority)"
DCDL-0017219,200,410,http://tapuhi.natlib.govt.nz/cgi-bin/spydus/NAV/GLOBAL/OPHDR/1/1412936,"Winter, Mark 1958-:Silent Support. 2 March 2011",02/03/2011,"Winter, Mark",Southland times (Newspaper),ST 10,"The cartoon simply has the time '12.51' printed in large text. Context - exactly a week after the Christchurch earthquake which occurred at 12.51 on Tuesday 22 February 2011, the people of New Zealand stopped whatever they were doing for two minutes silence (the date was Tuesday 1 March 2011)
",Memorials (subject_authority)
DCDL-0017262,201,416,http://tapuhi.natlib.govt.nz/cgi-bin/spydus/NAV/GLOBAL/OPHDR/1/1415933,"Hubbard, James, 1949- : Quake may cost insurance co's up to $16B. 6 March 2011",07/03/2011,"Hubbard, James",Northern advocate (Newspaper),NA A6,"A man representing New Zealand reads a newspaper whose headline is 'Quake may cost insurance co's up to $16B'. Above him is an enormous mosquito that represents 'increased premiums' and is about to suck the blood out of him; it casts a huge menacing shadow in which the man stands. Context - Insurance companies have experienced massive losses after the Canterbury earthquake. This may ultimately result in higher premiums as insurance companies try to recoup from their loss.
",Insurance companies (subject_authority) # Insurance premiums (subject_authority) # Earthquake insurance claims (subject_authority)
DCDL-0018263,202,418,http://tapuhi.natlib.govt.nz/cgi-bin/spydus/NAV/GLOBAL/OPHDR/1/1461524,"Nisbet, Alistair, 1958- :Cathedral rebuild?... 5 July 2011",05/07/2011,"Nisbet, Alastair","Press (Christchurch, N.Z.)",P A10,"Text above reads 'Cathedral rebuild?... The cartoon shows the Christchurch Cathedral as a bouncy cathedral full of jumping children. Context - Debate about the rebuilding of the cathedral after it was severely damaged in the Christchurch earthquakes of 2010 and 2011. There is a strong view that it needs to remain an icon at the heart of the city. It may have to be brought down completely as engineers consider the future for the iconic building.
","Earthquake resistant design (subject_authority) # Christchurch Cathedral (Christchurch, N.Z.) (name_authority) # Public buildings - Repair and reconstruction - New Zealand - Canterbury Region (subject authority) # Buildings - Earthquake effects (subject_authority)"
DCDL-0019822,203,419,http://tapuhi.natlib.govt.nz/cgi-bin/spydus/NAV/GLOBAL/OPHDR/1/1494655,"Nisbet, Alistair, 1958- :'Okay... er... where do we rebuild?' 17 December 2011",17/12/2011,"Nisbet, Alastair","Press (Christchurch, N.Z.)",P A23,"A helicopter from Christchurch flies over New Zealand looking for somewhere to rebuild but everywhere are notices referring to fires, floods, oily beaches, volcanoes and geysers, quakes, landslides. Nowhere seems to be safe.
",Buildings - Earthquake effects (subject_authority) # Disasters (subject_authority) # Buildings - Repair and reconstruction - New Zealand - Canterbury Region (subject_authority)
DCDL-0019116,204,422,http://tapuhi.natlib.govt.nz/cgi-bin/spydus/NAV/GLOBAL/OPHDR/1/1479146,"Nisbet, Alistair, 1958-:'The orange zone. No fun - no parties- come on in and wait for nothing to happen!' 4 October 2011",04/10/2011,"Nisbet, Alastair","Press (Christchurch, N.Z.)",P A12,"The cartoon shows a part of Christchurch with a great earthquake fissure running through it. In the fissure are dozens of eyes shining in the dark and people struggle to clamber out. A sign reads 'The Orange Zone. No fun - no parties - Come in and wait for nothing to happen!' Context: The 'Orange Zone' makes a wordplay on 'fanzone' the play spaces for Rugby World Cup revellers. The Orange Zone in Christchurch is the area where as yet decisions still have not been made about the fate of the houses in it. These people feel as though they are in limbo, unable to make decisions about their lives and homes.",Emergency management (subject_authority) # Buildings - Earthquake effects (subject_authority) # City planning - New Zealand - Canterbury Region (subject_authority)
DCDL-0018108,205,423,http://tapuhi.natlib.govt.nz/cgi-bin/spydus/NAV/GLOBAL/OPHDR/1/1456256,"Evans, Malcolm Paul, 1945- :""This one's connected to Gerry Brownlee!"" 19 June 2011""",20/06/2011,"Evans, Malcolm Paul","Press (Christchurch, N.Z.); Manawatu standard (Newspaper)",MS 12; P A12 ,"A Christchurch seismic monitor churns out reams of paper with wild fluctuations showing earthquakes and aftershocks. Nearby two men examine a second monitor and one of them says 'This one's connected to Gerry Brownlee!' The reams of paper show a perfectly straight line - it appears that nothing is going on in Gerry Brownlee's head. Context - A sense that the Minister for Earthquake Recovery is being ineffective.
","Emergency management (subject_authority) # Brownlee, Gerard Anthony (Hon), 1956- (name_authority) # Earthquake hazard analysis (subject_authority)"
DCDL-0019400,206,424,http://tapuhi.natlib.govt.nz/cgi-bin/spydus/NAV/GLOBAL/OPHDR/1/722904,"Nisbet, Alistair, 1958- :'See! Major foundation issues!' 5 November 2011",05/11/2011,"Nisbet, Alastair","Press (Christchurch, N.Z.)",P A23,"Shows the New Brighton Pier (used for fireworks displays) lifting off. Revelers say: ""See! Major Foundation issues! Obviously green-blue zone with red polka dots!"" Relates to the three new categories for residential foundation design that have been developed and will be required for repairing and rebuilding homes in Canterbury following the earthquakes of 2010 and 2011. The 'zones' referred to in the cartoon are the colours designated to different degrees of damage to particular areas or buildings in Christchurch after the earthquakes.
",City planning - New Zealand - Canterbury Region (subject_authority) # Building materials (subject_authority) # Earthquake resistant design (subject_authority)
DCDL-0020157,207,425,http://tapuhi.natlib.govt.nz/cgi-bin/spydus/NAV/GLOBAL/OPHDR/1/1501837,"Nisbet, Alistair, 1958- :The next Mayoral overseas venture?...' 4 February 2012",04/02/2012,"Nisbet, Alastair","Press (Christchurch, N.Z.)",P A23,"A plane flies into the distance. Attached to it by a rope is a large package containing Christchurch Mayor Bob Parker and CEO of the City Council Tony Marryatt. The package is addressed 'Deepest Siberia c/- isolated hellhole Russia'. The mayor looks on the bright side considering this to be a junket the people will approve of. Context: Public disapproval of the Mayor's two-week tour of Asian countries with a Christchurch International Airport-led delegation (funded by the airport) and criticism of Tony Marryatt's $68,000 pay increase considered poor form when so many people are struggling with earthquake related problems.
","Parker, Robert John (Sir), 1953- (name_authority) # Marryatt, Tony, 1966- (name_authority) # Chief executive officers - Salaries, etc. (subject_authority)"
DCDL-0017272,208,427,http://tapuhi.natlib.govt.nz/cgi-bin/spydus/NAV/GLOBAL/OPHDR/1/1416061,"Evans, Malcolm Paul, 1945-:Reserve Bank governor moves to restore confidence after the quake. 11 March 2011",11/03/2011,"Evans, Malcolm Paul","Press (Christchurch, N.Z.); Timaru herald (Newspaper)",P A16,"Governor of the Reserve Bank Allan Bollard holds a spade over his shoulder and a roll of toilet paper in his hand. Text reads 'Reserve Bank governor moves to restore confidence after the quake -' and Bollard says '..past the silver beet, left at the last of the beans and it's right by the caulis!' The little Evans man says 'What a relief!' Toilets have been a real problem after the earthquakes with thousands of chemical toilets and portaloos being shipped in. The Reserve Bank has made a relatively large 50-point cut in its benchmark interest rate, the Official Cash Rate (from 3% to 2.5 per cent). The Reserve Bank has chosen to focus on the immediate impact of the earthquake on the economy and particularly on business confidence and consumer sentiment. 
","Bollard, Alan Esmond (Dr), 1951- (name_authority) # Reserve Bank of New Zealand (name_authority) # Portable toilets (subject_authority) # Infrastructure (Economics) - Earthquake effects (subject_authority) # New Zealand - Economic conditions (subject_authority)"
DCDL-0018116,209,429,http://tapuhi.natlib.govt.nz/cgi-bin/spydus/NAV/GLOBAL/OPHDR/1/1456279,"Nisbet, Alistair, 1958- :""Hey Bob ... how about a re-write... 'We will raise the white flag and get the hell out!'"" 18 June 2011",18/06/2011,"Nisbet, Alastair","Press (Christchurch, N.Z.)",P A21,"Text at the top reads 'Bob's next speech?...' The cartoon shows Christchurch Mayor Bob Parker making a speech - 'We shall fight on the beaches... We shall fight in the liquefaction... We shall fight in the cracks... We shall fight on the falling rocks and in the sinkholes... We shall fight in the portaloos... We shall fight in the sewage pipes... We shall fight in the polluted waters and subsided streets... We shall fight in the heritage buildings including the Dux de Lux... We shall NEVER surrender! A man leans over a fence and yells 'Hey Bob... How about a rewrite...""We shall raise the white flag and shall get the hell out!""' Context - The continuing earthquakes and aftershocks are causing serious problems in Christchurch, both practical and emotional. Many people (quake refugees) are considering leaving the city.
","Parker, Robert John (Sir), 1953- (name_authority) # Resilience (Personality trait)"
DCDL-0019826,210,431,http://tapuhi.natlib.govt.nz/cgi-bin/spydus/NAV/GLOBAL/OPHDR/1/1494665,"Nisbet, Alistair, 1958- :'Quick! Fill it in before it climbs back out!' 1 January 2012",01/01/2012,"Nisbet, Alastair",Sunday star times (Newspaper),SST G10,"Prime Minister John Key tells the Minister for Earthquake recovery, Gerry Brownlee, to 'fill it in before it climbs back out!' Gerry Brownlee is sweeping rubble into a deep pit. The rubble represents many of the problems that New Zealand faces like Pike River, earthquakes, the Rena, child abuse, Winston Peters, gas pipeline damage and so on.","Key, John Phillip (Rt Hon), 1961- (name_authority) # Brownlee, Gerard Anthony (Hon), 1956- (name_authority)"
DCDL-0018165,211,434,http://tapuhi.natlib.govt.nz/cgi-bin/spydus/NAV/GLOBAL/OPHDR/1/1458417,"Nisbet, Alistair, 1958- :""The wait's over! The land report's due out dear!... DEAR?"" 23 June 2011",23/06/2011,"Nisbet, Alastair","Press (Christchurch, N.Z.)",P A16,"Two skeletal people sit in armchairs waist-deep in silt. The man is reading the newspaper and says 'The wait's over! The Land Report's due out dear!... DEAR?' He realises that his wife, whose bony hand clutches 'EQC update No. 37', is dead. Context - On Thursday 23 June Prime Minister John Key, Canterbury Earthquake Recovery Minister Gerry Brownlee and representatives from engineering consultants Tonkin & Taylor announced the first part of the Government's long-awaited land report that revealed the fate of up to 5000 quake-damaged homes.",Buildings - Earthquake effects (subject_authority) # City planning - New Zealand - Canterbury Region (subject_authority) # Buildings - Repair and reconstruction - New Zealand - Canterbury Region (subject_authority)
DCDL-0019866,212,435,http://tapuhi.natlib.govt.nz/cgi-bin/spydus/NAV/GLOBAL/OPHDR/1/1494760,"Evans, Malcolm Paul, 1945- :'A tent, ground sheet, sleeping bags, a gas cooker and lamp, a chemical toilet...' 28 December 2011",29/12/2011,"Evans, Malcolm Paul","Press (Christchurch, N.Z.); Timaru herald (Newspaper); Manawatu standard (Newspaper)",MS 9;  TH 7; P A14 30.12.11,"A man reads from a list of items that seem to be for a camping holiday but it turns out that he lives in Christchurch. List includes a tent, a groundsheet, sleeping bags, a gas cooker and lamp and a chemical toilet are what may be needed because of earthquakes. Context: quakes and aftershocks continue unabated over Christmas and into the new year.",Survival and emergency equipment (subject_authority) # Earthquake aftershocks (subject_authority)
DCDL-0017326,213,437,http://tapuhi.natlib.govt.nz/cgi-bin/spydus/NAV/GLOBAL/OPHDR/1/1419368,"Brockie, Robert Ellison, 1932-:'Where was that Kiwi moonman when we wanted him?' 18 March 2011",18/03/2011,"Brockie, Robert Ellison",National Business Review (Newspaper),NZH 16,"The cartoon shows members of the 'Japan Seismic Institute studying an earthquake graph; one of them says 'Where was that Kiwi moonman when we wanted him?' Depicted also is the 'moon man' Ken Ring as a wizard studying an astrological chart. Behind them all Japan is depicted as a devastated wasteland. Context - the Japanese earthquake and tsunami of 4th March 2011 and the present threat of a nuclear catastrophe. Also the so-called Moon Man, astrologer Ken Ring, who predicted that Christchurch would be hit by a huge earthquake on 20 March 2011.
","Ring, Ken, 194?- (name_authority) # Japan (place_authority) # Earthquake prediction (subject_authority) # Tohoku Earthquake and Tsunami, Japan, 2011 (subject_authority) # Nuclear reactor accidents (subject_authority)"
DCDL-0018971,214,447,http://tapuhi.natlib.govt.nz/cgi-bin/spydus/NAV/GLOBAL/OPHDR/1/1483110,"Nisbet, Alistair, 1958- :'Just think John... in a few short weeks, this could all be ours... AGAIN!' 29 October 2011",29/10/2011,"Nisbet, Alastair","Press (Christchurch, N.Z.)",P A23,"Prime Minister John Key and Minister for Energy and Resources and Earthquake Recovery Gerry Brownlee, survey a New Zealand full of disasters of one kind or another and gloat that soon it might all be theirs again. They refer to the 2011 November elections which National looks fairly sure of winning.
","Key, John Phillip (Rt Hon), 1961- (name_authority) # Brownlee, Gerard Anthony (Hon), 1956- (name_authority) # New Zealand. Parliament - Elections, 2011 (subject_authority) # Disasters (subject_authority) # Mine accidents (subject_authority)"
DCDL-0018576,215,449,http://tapuhi.natlib.govt.nz/cgi-bin/spydus/NAV/GLOBAL/OPHDR/1/1470318,"Evans, Malcolm Paul, 1945- :""That's not one of those expensive Adidas jerseys is it?"" ... 13 August 2011",13/08/2011,"Evans, Malcolm Paul","Press (Christchurch, N.Z.) (Newspaper); Timaru herald (Newspaper); Manawatu standard (Newspaper)",MS 11; TH 7 15.8.11; P A12 15.8.11 ,"A female bartender chats with a customer as she pours his beer. She asks him about his jersey, saying 'That's not one of those expensive Adidas jerseys is it?' and he replies 'No - it's a Christchurch ""After the quake"" jersey!' The jersey has on the front three rectangular shapes that are tipping over. Context: Adidas has been at the centre of a jersey-pricing storm since it was revealed the replica tops could be bought much cheaper overseas.",World Cup (Rugby football) (7th ; 2011 ; New Zealand) (subject_authority) # Buildings - Earthquake effects (subject_authority)
DCDL-0019924,216,452,http://tapuhi.natlib.govt.nz/cgi-bin/spydus/NAV/GLOBAL/OPHDR/1/1495617,"Nisbet, Alistair, 1958- :Spongebob Mayorpants. 29 December 2011",29/12/2011,"Nisbet, Alastair","Press (Christchurch, N.Z.)",P A16,"Cartoon showing Mayor Bob Parker as 'Spongebob Mayorpants'. Describes the mayor as often getting into deep water, soft and resilient and able to soak up criticism, bouncing back when under pressure. There has been concern and criticism about problems within the city council that effect the rebuilding of Christchurch.
","Parker, Robert John (Sir), 1953- (name_authority) # City councils (subject_authority)"
DCDL-0019594,217,453,http://tapuhi.natlib.govt.nz/cgi-bin/spydus/NAV/GLOBAL/OPHDR/1/1487301,"Nisbet, Alistair, 1958- :Bottle Lake waste-dump recreation area?... 27 November 2011",26/11/2011,"Nisbet, Alastair","Press (Christchurch, N.Z.)",P A21,"Several people run, leap, cycle and walk the dog through an area piled high with waste material. Context: Bottle Lake Forest Park has tracks and trails which include mountain-bike tracks, horse-trekking trails and walking tracks. After being established as a temporary dump after the February 22 earthquake the government intend to use special powers to turn part of Bottle Lake Forest Park into a permanent dump.
",Public utilities - Earthquake effects (subject_authority) # Refuse and refuse disposal (subject_authority)
DCDL-0019750,218,454,http://tapuhi.natlib.govt.nz/cgi-bin/spydus/NAV/GLOBAL/OPHDR/1/1489735,"Nisbet, Alistair, 1958- :'Those buildings look pretty ugly!' 10 December 2011",10/12/2011,"Nisbet, Alastair","Press (Christchurch, N.Z.)",P A23,"The title reads 'Future Christchurch CBD?...' Two people stare at numerous large featureless blocks across the Avon River. One says 'Those buildings look pretty ugly' and the other points out that they are 'just the piles'. Context: The Christchurch City Council is moving to impose rules overseen by an urban-design panel of four experts drawn from a pool of 12 architects, designers, planners and valuers.
",City planning - New Zealand - Canterbury Region (subject_authority) # Buildings - Repair and reconstruction - New Zealand - Canterbury Region (subject_authority) # Public buildings - Repair and reconstruction - New Zealand - Canterbury Region (subject authority)
DCDL-0019268,219,455,http://tapuhi.natlib.govt.nz/cgi-bin/spydus/NAV/GLOBAL/OPHDR/1/1480414,"Nisbet, Alistair, 1958- :Shipping container shopping for Merivale?... 18 October 2011",18/10/2011,"Nisbet, Alastair","Press (Christchurch, N.Z.)",P A10,"The title reads 'Shipping container shopping for Merivale?.. The cartoon shows a row of shops that have been created from containers. Someone in 'Chez Merivale' says 'Nice idea darling. But did they have to use the Rena's containers?' Context: Refers to the container ship 'Rena' which is grounded on the Astrolabe Reef off the Bay of Plenty and to modified shipping containers, which have been put in place in the suburb of Merivale to replace broken shops.
",Business - Earthquake effects (subject_authority) # Unitized cargo systems (subject_authority) # City planning - New Zealand - Canterbury Region (subject_authority)
DCDL-0018772,220,457,http://tapuhi.natlib.govt.nz/cgi-bin/spydus/NAV/GLOBAL/OPHDR/1/1473934,"Nisbet, Alistair, 1958- :""My god! not another aftershock!"" ... 8 September 2011",08/09/2011,"Nisbet, Alastair","Press (Christchurch, N.Z.) (Newspaper)",P A14,"A couple are woken by loud thuds, rumbles and crashes. A woman leaps up in bed in a panic saying 'My God! Not another aftershock!' Her husband says 'Nah! Another flamin' haka!' A newspaper on the bed has a headline that reads 'World Cup in full swing.' Context: The World Cup began on Friday 9th September and ends on 23 October. People in Christchurch are still regularly jolted by aftershocks to the earthquakes of September 2010 and February and June 2011.
",Earthquake aftershocks (subject_authority) # World Cup (Rugby football) (7th ; 2011 ; New Zealand) (subject_authority) # Disasters - Psychological aspects (subject_authority)
DCDL-0019122,221,458,http://tapuhi.natlib.govt.nz/cgi-bin/spydus/NAV/GLOBAL/OPHDR/1/1479151,"Nisbet, Alistair, 1958- :'Who needs light rail when you can have right whale!' 6 October 2011",06/10/2011,"Nisbet, Alastair","Press (Christchurch, N.Z.) (Newspaper)",P A16,"The title reads 'CBD: High water table, flood/liquefaction risk...' The cartoon shows several Southern Right whales being used to ferry people around Christchurch City. Someone says 'Who needs light rail when you can have right whale!' Context: discussion about building a light rail system as a part of the Christchurch rebuild and post-earthquake development. Context: Several large Southern right whales have found Akaroa Harbour to their liking this week, sticking around rather than heading back south as part of their annual migration back to Antarctica.
",Soil liquefaction (subject_authority) # City planning - New Zealand - Canterbury Region (subject_authority)
DCDL-0018836,222,459,http://tapuhi.natlib.govt.nz/cgi-bin/spydus/NAV/GLOBAL/OPHDR/1/1475432,"Evans, Malcolm Paul, 1945- :""John! - there's been a bad reaction to us taking special powers to fix problems in Auckland!"" 14 September 2011",15/09/2011,"Evans, Malcolm Paul",Manawatu standard (Newspaper),MS 9,"In the top frame someone unseen (Murray McCully) in the Beehive says 'John! - There's been a bad reaction to us taking special powers to fix problems in Auckland!' Prime Minister John Key says 'What Murray?' In the lower frame Minister for the Rugby World Cup, Murray McCully, says 'The worst hit parts of Christchurch have declared themselves Fan Zones!' and the PM says 'Oh S..t!' The little Evans man says 'Sounds better than Red Zone!' Context: Refers to the chaos over transport and crowd control in the fanzone when much larger numbers of people flocked to the Rugby World Cup opening and revelry than expected. The government used special powers to take over the management of Queens Wharf fanzone spaces previously managed by an Auckland Council group, thus rather undermining the Mayor, Len Brown and the Auckland City Council. A new plan was signed off under special powers by Murray McCully directly after the fiasco. The Christchurch comment refers to the areas worst hit by the earhquakes.
Quantity: 2 digital cartoon(s).
Physical Description: Image files - Jpeg","Brown, Leonard, 1956- (name_authority) # Key, John Phillip (Rt Hon), 1961- (name_authority) # World Cup (Rugby football) (7th ; 2011 ; New Zealand) (subject_authority) # Rugby football - Tournaments (subject_authority) # Auckland City (place_authority)"
DCDL-0018103,223,479,http://tapuhi.natlib.govt.nz/cgi-bin/spydus/NAV/GLOBAL/OPHDR/1/1455552,"Winter, Mark, 1958- :One of the many faces of mother nature. 15 June 2011",15/06/2011,"Winter, Mark",Southland times (Newspaper),ST 10,"Text reads 'One of the many faces of Mother Nature' and the cartoon shows a moon with a seismic graph across it that has taken on the shape of a face. A second version does not have the moon. In the third published version the face says 'I have a few faults'. Context - the Christchurch earthquakes and the aftershocks on 13 June.
",Earthquake aftershocks (subject_authority)
DCDL-0017414,224,482,http://tapuhi.natlib.govt.nz/cgi-bin/spydus/NAV/GLOBAL/OPHDR/1/1423694,"Nisbet, Alistair, 1958-: Let's play QUAKEOPOLY. 26 March 2011",26/03/2011,"Nisbet, Alastair","Press (Christchurch, N.Z.)",P A23,"The cartoon is drawn as a game of 'Quakeopoly' in which earthquakes, aftershocks, assessment waits, stress etc. allow one to move from one square to the next but players are always forced backwards and can never win. Context -  using quake humour to respond to the earthquake on 22 February 2011 and the continuing aftershocks.
",Earthquake aftershocks (subject_authority) # Disasters - Psychological aspects (subject_authority)
DCDL-0020082,225,484,http://tapuhi.natlib.govt.nz/cgi-bin/spydus/NAV/GLOBAL/OPHDR/1/1498771,"Hubbard, James, 1949- :The Louse - scavenger that spends it's whole life as a parasite on the host body... 26 January 2012",26/01/2012,"Hubbard, James",Norther advocate (Newspaper),NA A6,"A louse labelled, Insurance companies, is shown eating something labelled, Huge premium hikes. A definition of the louse as a scavenger and a parasite is given below. Context: Insurance premiums rose New Zealand wide following the 2010 and 2011 Canterbury Earthquakes
",Insurance companies (subject_authority) # Insurance premiums (subject_authority)
DCDL-0017368,226,485,http://tapuhi.natlib.govt.nz/cgi-bin/spydus/NAV/GLOBAL/OPHDR/1/1420789,"Nisbet, Alistair, 1958-: Redzone Girls... 22 March 2011",22/03/2011,"Nisbet, Alastair","Press (Christchurch, N.Z.)",P A10,"The cartoon shows three 'Redzone Girls'. The first wears a green tshirt and wears a green 'no restriction' label, the second wears a yellow tshirt and has a yellow 'Limited access' label and the third wears a red tshirt and has a red label that reads 'munted'; she also has a red and white barrier around her. Behind them is a crumbling brick wall. Context - Christchurch prostitutes aren't letting natural disaster prevent them from plying their trade on the streets despite the dangers of aftershocks in the city. NZPC's Christchurch regional co-ordinator, Anna Reed, said it was a concern sex workers were standing in the shadow of potentially unsafe buildings as the city was shaken by aftershocks, but said the shattered CBD had ""left them with no outlet"". Christchurch residents are up in arms about the number of prostitutes working in their local neighbourhoods because their usual work areas are out of bounds in the 'red zone'. 
",Prostitutes (subject_authority) # Buildings - Earthquake effects (subject_authority)
DCDL-0018077,227,489,http://tapuhi.natlib.govt.nz/cgi-bin/spydus/NAV/GLOBAL/OPHDR/1/1454074,"Winter, Mark 1958- :More quACHES. 14 June 2011",14/06/2011,"Winter, Mark",Southland times (Newspaper),ST 4,"The cartoon consists of the words 'More quACHES' drawn with a stencil. Context is the two aftershocks in Christchurch on 13th June. There is a wordplay on 'quakes' and 'aches'.
",Earthquake aftershocks (subject_authority) # Earthquake damage (subject_authority)
DCDL-0017661,228,490,http://tapuhi.natlib.govt.nz/cgi-bin/spydus/NAV/GLOBAL/OPHDR/1/1434408,"Darroch, Bob, 1940- :""It's ok - it's not the force 6 that they are expecting..."" 16 September 2010",11/09/2010,"Darroch, Bob",Timaru herald (Newspaper),TH 10,"The room shakes and shudders, ornaments fall off the mantelpeice, pictures fly off the walls and the family is jolted from chairs. It's granny upstairs doing her get-slim exercises'. 'It's not the force 6 that they are expecting'. Refers to predictions for aftershocks following the September earthquake in Christchruch.",Timaru herald (Newspaper) # Earthquake aftershocks (subject_authority)
DCDL-0019093,229,491,http://tapuhi.natlib.govt.nz/cgi-bin/spydus/NAV/GLOBAL/OPHDR/1/1479012,"Body, Guy Keverne, 1967-:Cantabrians' spirit, Two weeks on. 7 March 2011",07/03/2011,"Body, Guy Keverne",New Zealand herald (Newspaper),NZH A10,"Text reads 'Cantabrians' spirit, two weeks on-' The cartoon shows the wrecked Christchurch Cathedral which is its true 'appearance' after the 19th February earthquake. Behind the devastation rises the ghost of the spire which is described as 'reality.'
","Buildings - Earthquake effects (subject_authority) # Christchurch Cathedral (Christchurch, N.Z.) (name_authority) # Disasters - Psychological aspects (subject_authority)"
DCDL-0016249,230,495,http://tapuhi.natlib.govt.nz/cgi-bin/spydus/NAV/GLOBAL/OPHDR/1/1384297,The South Island. 3 December 2010,03/12/2010,"Bromhead, Peter",Marlborough Express (Newspaper),ME 7,"The South Island is depicted as a punch bag which is reeling with the punishment inflicted by 'blizzards', 'earthquakes', 'disasters' and now 'drought'. Context; the Christchurch earthquake of 4 October and the Pike River Mine disaster of 19 November as well as some fairly extreme weather.
",Disasters (subject_authority) # Coal mine accidents - New Zealand (subject_authority) # Pike Stream (place_authority)
DCDL-0017662,231,496,http://tapuhi.natlib.govt.nz/cgi-bin/spydus/NAV/GLOBAL/OPHDR/1/1434409,"Darroch, Bob, 1940- :""That's not funny!"" 23 September 2010",18/09/2010,"Darroch, Bob",Timaru herald (Newspaper),TH 10,Father has been nailed to the floor by his kids. He shouts with rage as he tries to walk away from his armchair. Nearby is a newspaper with the text 'Earthquake lessons - Secure all unstable objects'. Shows so-called 'quake humour'.,Buildings - Earthquake effects (subject_authority)
DCDL-0017415,232,497,http://tapuhi.natlib.govt.nz/cgi-bin/spydus/NAV/GLOBAL/OPHDR/1/1423695,"Nisbet, Alistair, 1958-: ""I see a black day ahead..."" 27 March 2011",27/03/2011,"Nisbet, Alastair",Sunday star times (Newspaper),SST C6,"In the first seven of eight frames astrologer Ken Moon predicts a 'black day ahead', a 'day of great shaking' and 'terror' and 'children crying' and 'people fleeing' and 'a day in May'. In the last frame people realize that he has seen, not an earthquake, but the budget. Context - After the two big earthquakes in Christchurch on 4 September 2010 and 22 February 2011, the so-called Moon Man, Ken Ring, backed away from his prediction that Christchurch would be whacked by a huge earthquake on the 20th of March 2011. His claims terrified Cantabrians and led to people fleeing Christchurch. The 2011 budget will be announced in May and predictions are that it will be a cost-cutting one because of New Zealand's debt, partially caused by the Christchurch earthquakes.","Ring, Ken, 194?- (name_authority) # Earthquake prediction (subject_authority) # New Zealand - Economic conditions (subject_authority)"
DCDL-0016121,233,499,http://tapuhi.natlib.govt.nz/cgi-bin/spydus/NAV/GLOBAL/OPHDR/1/1378287,"""It's great to forget quakes and chill out eh, 'Shaky Boy?'"" ""Absolutely... 'Big Crack!' 9 November 2010",09/11/2010,"Nisbet, Alastair","Press (Christchurch, N.Z.)",P A12,"Cartoon depicts horses as punters drinking champagne and collapsing drunkenly on the Lindauer Lawn at Addington Raceway during Christchurch Cup Day. Refers to Cantabrians enjoying the Cup Day event as a distraction from earthquake stress.
",Disasters - Psychological aspects (subject_authority)
