identifier,TopicValue2,Topic,TopicValue,Record.Index,origin_url,title,Date,Month,Cartoonists,Publisher,Republished,Page.no,description,Authorities,SubjectAuthorities,NameAuthorities,EQPred_RingKen,Brownlee,KeyJohn,ParkerRobert,CHCHCityCouncil,EnglishSimon,MarryattTony,RingKen,SouthCanterburyFinanceLtd,CERA,AMI,ChristchurchCathedral,BuildingsEarthquakeEffect,Aftershocks,BuildingsRepairReconstruction,CityPlanning,Disasters_PsychologicalAspects,Sewerage,InfrastructureEconomics,Courage,World.Cup,EconomicCondition,people_business_cbd_large_red_zone_owners_house,rubble_time_title_pm_plan_people_toilet,red_city_areas_red_zone_liquefaction_black_wearing,people_rescue_arm_surrounded_weeks_rubble_hand,finance_bill_english_holds_economy_large_represents_chch,portaloo_damage_house_toilet_portaloos_problems_back,buildings_march_huge_caused_kiwi_city_japan,aftershocks_word_liquefaction_aftershock_humour_version_great,buildings_people_heading_building_rebuild_refugees_city,move_zone_homes_orange_people_june_made,rugby_government_damage_cost_billion_auckland_prime,south_island_finance_reading_represents_damage_hit,bob_parker_mayor_elections_anderton_local_body_october,people_moon_asks_ken_ring_day_replies_predictions,cera_recovery_eqc_house_prime_work_shipping,council_city_government_tony_marryatt_pay_rise_comments_public,insurance_ami_companies_home_damage_version_company
DCDL-0017906,10.6132190942472,move_zone_homes_orange_people_june_made,0.613219094247246,174,http://tapuhi.natlib.govt.nz/cgi-bin/spydus/NAV/GLOBAL/OPHDR/1/1448130,"Evans, Malcolm Paul, 1945- :"The demolition of that hotel is going to take ten MONTHS!" ... 25 May 2011",26/05/2011,2011-05,"Evans, Malcolm Paul",Timaru herald (Newspaper),1,"MS ?; TH 7","The barman in a pub is reading a newspaper and comments The demolition of that Christchurch Hotel is going to take TEN MONTHS A man at a nearby table says to his mate I ve known footy teams that could do it over a weekend Context Demolishing the earthquake crippled Hotel Grand Chancellor could take up to a year cost more than 10 million and affect about 100 businesses in the drop zone","Hotel Grand Chancellor Christchurch (name_authority) # Wrecking (subject_authority) # Construction industry (subject_authority) # Buildings - Earthquake effects (subject_authority)","Wrecking (subject_authority) # Construction industry (subject_authority) # Buildings - Earthquake effects (subject_authority)","Hotel Grand Chancellor Christchurch (name_authority)",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.00122399020807834,0.00122399020807834,0.00122399020807834,0.246022031823745,0.00122399020807834,0.00122399020807834,0.00122399020807834,0.00122399020807834,0.00122399020807834,0.613219094247246,0.123623011015912,0.00122399020807834,0.00122399020807834,0.00122399020807834,0.00122399020807834,0.00122399020807834,0.00122399020807834
DCDL-0017938,1.6004799040192,people_business_cbd_large_red_zone_owners_house,0.600479904019196,87,http://tapuhi.natlib.govt.nz/cgi-bin/spydus/NAV/GLOBAL/OPHDR/1/1448004,"Evans, Malcolm Paul, 1945-:Christchurch RED ZONE - security staff and celebrities only. 18 May 2011",30/05/2011,2011-05,"Evans, Malcolm Paul",Press (Christchurch, N.Z.) (Newspaper),2,"MS ?; P A10; TH 6","A large sign just outside Christchurch s Red Zone reads Christchurch RED ZONE security staff and celebrities only A security guard phones through to Check Point One saying Base to check point one no shop keepers allowed but the queen Fidel Castro Tina Turner and Elvis are coming in These four people have formed a queue and are allowed to enter the Red Zone Context It is now three months past the earthquake of 19 February and shopkeepers and owners of small businesses are becoming very frustrated by the still limited access to the Red Zone business area especially in the face of so called quake tourism","Business enterprises - New Zealand - Canterbury Region (subject_authority) # Emergency management (subject_authority)","Business enterprises - New Zealand - Canterbury Region (subject_authority) # Emergency management (subject_authority)","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.600479904019196,0.000599880023995201,0.000599880023995201,0.000599880023995201,0.000599880023995201,0.000599880023995201,0.000599880023995201,0.180563887222556,0.000599880023995201,0.000599880023995201,0.000599880023995201,0.000599880023995201,0.000599880023995201,0.000599880023995201,0.000599880023995201,0.210557888422316,0.000599880023995201
DCDL-0017951,1.77562862669246,people_business_cbd_large_red_zone_owners_house,0.775628626692456,158,http://tapuhi.natlib.govt.nz/cgi-bin/spydus/NAV/GLOBAL/OPHDR/1/1449280,"Nisbet, Alistair, 1958- :"Maybe NOW they'll let me into the Red Zone!" ... 24 May 2011",24/05/2011,2011-05,"Nisbet, Alastair",Press (Christchurch, N.Z.) (Newspaper),0,"P A10","A rather overweight and unattractive man has dressed up as a lady and is pulling on a yellow wig in her Rachel Hunter disguise She says Maybe NOW they ll let me into the Red Zone and the woman who has given her the disguise says It won t happen overnight but it WILL happen Context Businessmen and shopkeepers are becoming frustrated at not being allowed into the Red Zone to take up the businesses again","Emergency management (subject_authority) # Business enterprises - New Zealand - Canterbury Region (subject_authority)","Emergency management (subject_authority) # Business enterprises - New Zealand - Canterbury Region (subject_authority)","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.775628626692456,0.00193423597678917,0.195357833655706,0.00193423597678917,0.00193423597678917,0.00193423597678917,0.00193423597678917,0.00193423597678917,0.00193423597678917,0.00193423597678917,0.00193423597678917,0.00193423597678917,0.00193423597678917,0.00193423597678917,0.00193423597678917,0.00193423597678917,0.00193423597678917
DCDL-0017953,9.82251437962202,buildings_people_heading_building_rebuild_refugees_city,0.822514379622021,84,http://tapuhi.natlib.govt.nz/cgi-bin/spydus/NAV/GLOBAL/OPHDR/1/1449283,"Nisbet, Alistair, 1958- :The future of Christchurch real estate?... 28 May 2011",28/05/2011,2011-05,"Nisbet, Alastair",Press (Christchurch, N.Z.) (Newspaper),0,"P A23","Under the heading The future of Christchurch Real Estate in eight frames a man searches for a house in Christchurch and a real estate agent tries to sell him one In each case the estate agent tries to emphasise the positives but the buyer sees the negatives including liquefaction cracking and rock fall brought about by the earthquakes In the end the buyer settles for a caravan Context The problems of buying and selling houses in post earthquake Christchurch",,,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000821692686935086,0.000821692686935086,0.0419063270336894,0.000821692686935086,0.000821692686935086,0.000821692686935086,0.000821692686935086,0.000821692686935086,0.822514379622021,0.000821692686935086,0.000821692686935086,0.000821692686935086,0.000821692686935086,0.000821692686935086,0.000821692686935086,0.124075595727198,0.000821692686935086
DCDL-0017985,10.5532754538279,move_zone_homes_orange_people_june_made,0.55327545382794,104,http://tapuhi.natlib.govt.nz/cgi-bin/spydus/NAV/GLOBAL/OPHDR/1/29833,"Hubbard, James, 1949- :"Mr Brownlee announced that the Christchurch hotel will be the biggest demolition ever!!" 1 June 2011",02/06/2011,2011-06,"Hubbard, James",Northern advocate (Newspaper),0,"NA A6","A man watches the news on television with a newspaper in his hand that reads Treasury kicks off asset sales process The newsreader says Mr Brownlee announced that the Christchurch hotel will be the biggest demolition ever and the man thinks I wouldn t bet on it Cartoons compares the demolition of quake damaged buildings with the Goverment s planned asset sales Demolishing the earthquake crippled 26 storey Hotel Grand Chancellor could take up to a year cost more than 10 million and affect about 100 businesses in the drop zone","Buildings - Earthquake effects (subject_authority) # Brownlee, Gerard Anthony (Hon), 1956- (name_authority) # Lost architecture (subject_authority) # Hotel Grand Chancellor Christchurch (name_authority) # Wrecking (subject_authority) # Construction industry (subject_authority)","Buildings - Earthquake effects (subject_authority) # Lost architecture (subject_authority) # Wrecking (subject_authority) # Construction industry (subject_authority)","Brownlee, Gerard Anthony (Hon), 1956- (name_authority) # Hotel Grand Chancellor Christchurch (name_authority)",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.000789265982636148,0.000789265982636148,0.000789265982636148,0.000789265982636148,0.000789265982636148,0.000789265982636148,0.000789265982636148,0.000789265982636148,0.000789265982636148,0.55327545382794,0.316495659037095,0.000789265982636148,0.000789265982636148,0.119179163378058,0.000789265982636148,0.000789265982636148,0.000789265982636148
DCDL-0018017,3.68928220255654,red_city_areas_red_zone_liquefaction_black_wearing,0.689282202556539,198,http://tapuhi.natlib.govt.nz/cgi-bin/spydus/NAV/GLOBAL/OPHDR/1/1452144,"Brockie, Robert Ellison, 1932- :"But off the record to look for a quiet spot to retire to!" 10 June 2011",10/06/2011,2011-06,"Brockie, Robert Ellison",National Business Review (Newspaper),0,"NBR 14","Text reads Dalai Lama visits Christchurch ostensibly to sympathise with quake hit residents The cartoon shows the Dalai Lama bestowing blessings on a large crowd In an insert he is seen sitting cross legged on top of Mount Cook saying But off the record I came to look for a quiet spot to retire to Context The Dalai Lama visited the quake hit city for two days in early June He also sent a letter of condolence to Prime Minister John Key after the February 22 earthquake","Dalai Lama Tenzin Gyatso, 1935- (name_authority) # Empathy (subject_authority)","Empathy (subject_authority)","Dalai Lama Tenzin Gyatso, 1935- (name_authority)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000983284169124877,0.000983284169124877,0.689282202556539,0.000983284169124877,0.148475909537856,0.000983284169124877,0.000983284169124877,0.000983284169124877,0.000983284169124877,0.000983284169124877,0.0501474926253687,0.0993117010816126,0.000983284169124877,0.000983284169124877,0.000983284169124877,0.000983284169124877,0.000983284169124877
DCDL-0018021,15.9084451460142,cera_recovery_eqc_house_prime_work_shipping,0.908445146014207,116,http://tapuhi.natlib.govt.nz/cgi-bin/spydus/NAV/GLOBAL/OPHDR/1/1452153,"Evans, Malcolm Paul, 1945- :"How are things in the building game?" Tough!" ... 8 June 2011",09/06/2011,2011-06,"Evans, Malcolm Paul",Press (Christchurch, N.Z.) (Newspaper),2,"MS 9; P 10.6. A14; TH 7","An interested passerby assumes that a builder will be keen to get some EQC work fixing up Christchurch but the builder replies Are you kidding Not while EQC is paying us 4500 a week to do its assessments Context The Earthquake Commission EQC has employed 414 contractors to carry out the assessments on its behalf Contractors carrying out property inspections of quake damaged Christchurch homes are being paid about 4000 a week Contractors are paid 75 an hour while the builders who inspect the damage receive 60 an hour","Buildings - Repair and reconstruction - New Zealand - Canterbury Region (subject_authority) # New Zealand. Earthquake Commission (name_authority) # Building inspectors (subject_authority) # Building (subject_authority)","Buildings - Repair and reconstruction - New Zealand - Canterbury Region (subject_authority) # Building inspectors (subject_authority) # Building (subject_authority)","New Zealand. Earthquake Commission (name_authority)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.000789265982636148,0.000789265982636148,0.000789265982636148,0.000789265982636148,0.000789265982636148,0.000789265982636148,0.0402525651144436,0.000789265982636148,0.000789265982636148,0.000789265982636148,0.000789265982636148,0.000789265982636148,0.000789265982636148,0.0402525651144436,0.908445146014207,0.000789265982636148,0.000789265982636148
DCDL-0018028,8.54178957718781,aftershocks_word_liquefaction_aftershock_humour_version_great,0.541789577187807,119,http://tapuhi.natlib.govt.nz/cgi-bin/spydus/NAV/GLOBAL/OPHDR/1/1452162,"Nisbet, Alistair, 1958- :"Is it my turn yet?" 7 June 2011",07/06/2011,2011-06,"Nisbet, Alastair",Press (Christchurch, N.Z.) (Newspaper),0,"P A12","Two huge wrestlers one representing Port Hills fault and the other Greendale fault struggle together over a broken Christchurch Another wrestler representing Other faults appears in the distance yelling Is it my turn yet Context Christchurch has now had three major earthquakes and thousands of aftershocks It now appears likely that the Christchurch quakes resulted from activity on a fault extending directly eastward from the Alpine fault that remained unknown until last year","Earthquake aftershocks (subject_authority)","Earthquake aftershocks (subject_authority)","",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.000983284169124877,0.000983284169124877,0.000983284169124877,0.000983284169124877,0.000983284169124877,0.000983284169124877,0.1976401179941,0.541789577187807,0.000983284169124877,0.1976401179941,0.000983284169124877,0.000983284169124877,0.000983284169124877,0.000983284169124877,0.000983284169124877,0.000983284169124877,0.0501474926253687
DCDL-0018059,1.58800521512386,people_business_cbd_large_red_zone_owners_house,0.588005215123859,331,,"[His flight was going to Christchurch!]",14/06/2011,2011-06,"Evans, Malcolm Paul",Timaru herald (Newspaper),1,"MS 8; TH 7 ","The cartoon shows a large crowd of people stranded in an airport because planes have been grounded by the volcanic eruption in Chile Most of the people look glum but one man is smiling hugely because his flight was going to Christchurch Context Beginning on the 6th of June the Puyehue Cordon Caulle volcano has been erupting for more than a week Context also includes two large aftershocks in Christchurch on 13 June 2011","Earthquake aftershocks (subject_authority)","Earthquake aftershocks (subject_authority)","",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.588005215123859,0.00130378096479791,0.00130378096479791,0.00130378096479791,0.00130378096479791,0.00130378096479791,0.00130378096479791,0.00130378096479791,0.00130378096479791,0.262059973924381,0.00130378096479791,0.00130378096479791,0.00130378096479791,0.00130378096479791,0.00130378096479791,0.00130378096479791,0.131681877444589
DCDL-0018068,10.9825517993457,move_zone_homes_orange_people_june_made,0.982551799345692,137,http://tapuhi.natlib.govt.nz/cgi-bin/spydus/NAV/GLOBAL/OPHDR/1/1453743,"Nisbet, Alistair, 1958- :"Don't get your hopes up! It's probably another mirage!" 11 June 2011",11/06/2011,2011-06,"Nisbet, Alastair",Press (Christchurch, N.Z.) (Newspaper),0,"P A21","Two people crawl across a desert littered with animal bones and skulls towards the words Land reports in the distance The woman says Don t get your hopes up It s probably a mirage Context On Thursday 23 June the first part of the Government s long awaited land report that revealed the fate of up to 5000 quake damaged homes was announced","Disasters - Psychological aspects (subject_authority) # City planning - New Zealand - Canterbury Region (subject_authority) # Buildings - Earthquake effects (subject_authority) # Buildings - Repair and reconstruction - New Zealand - Canterbury Region (subject_authority)","Disasters - Psychological aspects (subject_authority) # City planning - New Zealand - Canterbury Region (subject_authority) # Buildings - Earthquake effects (subject_authority) # Buildings - Repair and reconstruction - New Zealand - Canterbury Region (subject_authority)","",0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0.00109051254089422,0.00109051254089422,0.00109051254089422,0.00109051254089422,0.00109051254089422,0.00109051254089422,0.00109051254089422,0.00109051254089422,0.00109051254089422,0.982551799345692,0.00109051254089422,0.00109051254089422,0.00109051254089422,0.00109051254089422,0.00109051254089422,0.00109051254089422,0.00109051254089422
DCDL-0018077,8.94952681388013,aftershocks_word_liquefaction_aftershock_humour_version_great,0.949526813880126,226,http://tapuhi.natlib.govt.nz/cgi-bin/spydus/NAV/GLOBAL/OPHDR/1/1454074,"Winter, Mark 1958- :More quACHES. 14 June 2011",14/06/2011,2011-06,"Winter, Mark",Southland times (Newspaper),0,"ST 4","The cartoon consists of the words More quACHES drawn with a stencil Context is the two aftershocks in Christchurch on 13th June There is a wordplay on quakes and aches","Earthquake aftershocks (subject_authority) # Earthquake damage (subject_authority)","Earthquake aftershocks (subject_authority) # Earthquake damage (subject_authority)","",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.00315457413249211,0.00315457413249211,0.00315457413249211,0.00315457413249211,0.00315457413249211,0.00315457413249211,0.00315457413249211,0.949526813880126,0.00315457413249211,0.00315457413249211,0.00315457413249211,0.00315457413249211,0.00315457413249211,0.00315457413249211,0.00315457413249211,0.00315457413249211,0.00315457413249211
DCDL-0018078,17.4908200734394,insurance_ami_companies_home_damage_version_company,0.490820073439412,239,http://tapuhi.natlib.govt.nz/cgi-bin/spydus/NAV/GLOBAL/OPHDR/1/1455290,"Brockie, Robert Ellison, 1932- :Mother nature comes visiting. 17 June 2011",17/06/2011,2011-06,"Brockie, Robert Ellison",National Business Review (Newspaper),0,"NBR 16","The title is Mother Nature comes visiting and the cartoon shows an enormous woman in cowgirl boots who is representing ash showers earthquakes floods drought and tsunami She is knocking forcefully on the roof of the crumbling NZ Insurance Coys building Context the problem of having insurance claims met satisfactorily after disasters in this case probably the Christchurch earthquakes in particular","Earthquake insurance claims (subject_authority) # Insurance companies (subject_authority) # Insurance claims (subject_authority) # Natural disasters (subject_authority)","Earthquake insurance claims (subject_authority) # Insurance companies (subject_authority) # Insurance claims (subject_authority) # Natural disasters (subject_authority)","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00122399020807834,0.123623011015912,0.00122399020807834,0.00122399020807834,0.00122399020807834,0.00122399020807834,0.00122399020807834,0.00122399020807834,0.123623011015912,0.00122399020807834,0.00122399020807834,0.246022031823745,0.00122399020807834,0.00122399020807834,0.00122399020807834,0.00122399020807834,0.490820073439412
DCDL-0018082,8.976011994003,aftershocks_word_liquefaction_aftershock_humour_version_great,0.976011994002998,130,http://tapuhi.natlib.govt.nz/cgi-bin/spydus/NAV/GLOBAL/OPHDR/1/1455297,"Evans, Malcolm Paul, 1945- :"Four point one! Three point six! Five point two! ..." 15 June 2011",16/06/2011,2011-06,"Evans, Malcolm Paul",Timaru herald (Newspaper),0,"TH ?","In the top frames two children shout four point one three point six and five point two and in the frame below it is seen that they are responding to bumps in the road as their mother drives through Christchurch streets Context is quake humour as the children have become expert at guessing the seismic intensity of earthquakes in Christchurch and are now applying them to bumps in the road","Earthquake hazard analysis (subject_authority)","Earthquake hazard analysis (subject_authority)","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00149925037481259,0.00149925037481259,0.00149925037481259,0.00149925037481259,0.00149925037481259,0.00149925037481259,0.00149925037481259,0.976011994002998,0.00149925037481259,0.00149925037481259,0.00149925037481259,0.00149925037481259,0.00149925037481259,0.00149925037481259,0.00149925037481259,0.00149925037481259,0.00149925037481259
DCDL-0018087,8.56326148078725,aftershocks_word_liquefaction_aftershock_humour_version_great,0.563261480787254,117,http://tapuhi.natlib.govt.nz/cgi-bin/spydus/NAV/GLOBAL/OPHDR/1/1455413,"Hubbard, James, 1949- :"Who said we're living ON the edge?!" 14 June 2011",15/06/2011,2011-06,"Hubbard, James",Northern advocate (Newspaper),0,"NA A6","The cartoon shows a desperate man representing Christchurch who is clutching the end of a broken plank that protrudes from a crumbling cliff face He says Who said we re living ON the edge Context the man is suggesting that they are not On the edge but OVER it Refers to the continuing hardships and trauma facing many Christchurch residents as earthquakes and aftershocks continue the latest on 13 June and many face large financial losses because of insurance problems","Earthquake aftershocks (subject_authority) # Disasters - Psychological aspects (subject_authority)","Earthquake aftershocks (subject_authority) # Disasters - Psychological aspects (subject_authority)","",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.0477975632614808,0.000937207122774133,0.000937207122774133,0.000937207122774133,0.000937207122774133,0.282099343955014,0.000937207122774133,0.563261480787254,0.000937207122774133,0.000937207122774133,0.000937207122774133,0.000937207122774133,0.000937207122774133,0.000937207122774133,0.000937207122774133,0.000937207122774133,0.0946579194001874
DCDL-0018089,13.5688816855754,bob_parker_mayor_elections_anderton_local_body_october,0.568881685575365,112,http://tapuhi.natlib.govt.nz/cgi-bin/spydus/NAV/GLOBAL/OPHDR/1/1455415,"Hubbard, James, 1949- :Canterbury lamb... 16 June 2011",17/06/2011,2011-06,"Hubbard, James",Northern advocate (Newspaper),0,"NA A6","Text reads Canterbury lamb and the cartoon shows a slavering wolf that represents earthquake dressed in lamb s clothing and prowling in the night among other sheep Context The saying a wolf in sheep s clothing that suggests something sinister sheltering behind something benign Refers to the devastating Christchurch earthquakes of 2010 and 2011 A third very damaging earthquake occured on 13th June 2011 Canterbury lamb is well known as a favourite meat overseas","","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00162074554294976,0.00162074554294976,0.00162074554294976,0.00162074554294976,0.00162074554294976,0.00162074554294976,0.00162074554294976,0.00162074554294976,0.00162074554294976,0.00162074554294976,0.00162074554294976,0.0826580226904376,0.568881685575365,0.00162074554294976,0.00162074554294976,0.00162074554294976,0.325769854132901
DCDL-0018099,2.46639089968976,rubble_time_title_pm_plan_people_toilet,0.466390899689762,181,http://tapuhi.natlib.govt.nz/cgi-bin/spydus/NAV/GLOBAL/OPHDR/1/1455540,"Nisbet, Alistair, 1958- :"Dang! I'm busting again!" 16 June 2011",16/06/2011,2011-06,"Nisbet, Alastair",Press (Christchurch, N.Z.) (Newspaper),0,"P A16","A man half shown sits on a toilet and says Dang I m busting again as he reaches for the toilet paper which has a different quake claim printed on each section Context Magnitude 6 0 and 5 5 earthquakes rocked Christchurch again at 1pm and 2 20pm on 13th June 2011 These quakes follow the first earthquake on September 4th 2010 and the second on February 22nd 2011 Each time there is a significant quake more damage is done and so people have to make further insurance claims","Earthquake insurance claims (subject_authority)","Earthquake insurance claims (subject_authority)","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00103412616339193,0.466390899689762,0.00103412616339193,0.156153050672182,0.00103412616339193,0.00103412616339193,0.00103412616339193,0.00103412616339193,0.00103412616339193,0.00103412616339193,0.00103412616339193,0.00103412616339193,0.00103412616339193,0.00103412616339193,0.00103412616339193,0.00103412616339193,0.362978283350569
DCDL-0018101,16.6744186046512,council_city_government_tony_marryatt_pay_rise_comments_public,0.674418604651163,276,http://tapuhi.natlib.govt.nz/cgi-bin/spydus/NAV/GLOBAL/OPHDR/1/1455548,"Walker, Malcolm, 1950- :Limbo down! How low can you go...? 16 June 2011",17/06/2011,2011-06,"Walker, Malcolm",Dominion post (Newspaper),0,"DP B4","Text reads Limbo down How low can you go The cartoon in four frames shows Prime Minister John Key doining a limbo dance and getting lower in each frame In the first frame he goes low for Hobbit special taxes in the second even lower for Fiji sanction exceptions in the third lower still for Sky City concessions and in the last frame he has disappeared into the ground for Chch recovery promises Context The cartoon suggests that John Key s principles are being compromised","Government aid (subject_authority) # Key, John Phillip (Rt Hon), 1961- (name_authority) # Political ethics (subject_authority)","Government aid (subject_authority) # Political ethics (subject_authority)","Key, John Phillip (Rt Hon), 1961- (name_authority)",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00122399020807834,0.00122399020807834,0.00122399020807834,0.00122399020807834,0.00122399020807834,0.00122399020807834,0.00122399020807834,0.0624235006119951,0.00122399020807834,0.123623011015912,0.00122399020807834,0.00122399020807834,0.123623011015912,0.00122399020807834,0.00122399020807834,0.674418604651163,0.00122399020807834
DCDL-0018103,8.52623688155922,aftershocks_word_liquefaction_aftershock_humour_version_great,0.52623688155922,222,http://tapuhi.natlib.govt.nz/cgi-bin/spydus/NAV/GLOBAL/OPHDR/1/1455552,"Winter, Mark, 1958- :One of the many faces of mother nature. 15 June 2011",15/06/2011,2011-06,"Winter, Mark",Southland times (Newspaper),0,"ST 10","Text reads One of the many faces of Mother Nature and the cartoon shows a moon with a seismic graph across it that has taken on the shape of a face A second version does not have the moon In the third published version the face says I have a few faults Context the Christchurch earthquakes and the aftershocks on 13 June","Earthquake aftershocks (subject_authority)","Earthquake aftershocks (subject_authority)","",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.00149925037481259,0.00149925037481259,0.00149925037481259,0.00149925037481259,0.00149925037481259,0.00149925037481259,0.00149925037481259,0.52623688155922,0.00149925037481259,0.00149925037481259,0.301349325337331,0.00149925037481259,0.00149925037481259,0.151424287856072,0.00149925037481259,0.00149925037481259,0.00149925037481259
DCDL-0018108,14.6761619190405,people_moon_asks_ken_ring_day_replies_predictions,0.67616191904048,204,http://tapuhi.natlib.govt.nz/cgi-bin/spydus/NAV/GLOBAL/OPHDR/1/1456256,"Evans, Malcolm Paul, 1945- :"This one's connected to Gerry Brownlee!" 19 June 2011"",20/06/2011,2011-06,"Evans, Malcolm Paul",Press (Christchurch, N.Z.) (Newspaper),1,"MS 12; P A12 ","A Christchurch seismic monitor churns out reams of paper with wild fluctuations showing earthquakes and aftershocks Nearby two men examine a second monitor and one of them says This one s connected to Gerry Brownlee The reams of paper show a perfectly straight line it appears that nothing is going on in Gerry Brownlee s head Context A sense that the Minister for Earthquake Recovery is being ineffective","Emergency management (subject_authority) # Brownlee, Gerard Anthony (Hon), 1956- (name_authority) # Earthquake hazard analysis (subject_authority)","Emergency management (subject_authority) # Earthquake hazard analysis (subject_authority)","Brownlee, Gerard Anthony (Hon), 1956- (name_authority)",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00149925037481259,0.00149925037481259,0.00149925037481259,0.00149925037481259,0.00149925037481259,0.00149925037481259,0.00149925037481259,0.301349325337331,0.00149925037481259,0.00149925037481259,0.00149925037481259,0.00149925037481259,0.00149925037481259,0.67616191904048,0.00149925037481259,0.00149925037481259,0.00149925037481259
DCDL-0018116,8.49608763693271,aftershocks_word_liquefaction_aftershock_humour_version_great,0.496087636932707,208,http://tapuhi.natlib.govt.nz/cgi-bin/spydus/NAV/GLOBAL/OPHDR/1/1456279,"Nisbet, Alistair, 1958- :"Hey Bob ... how about a re-write... 'We will raise the white flag and get the hell out!'" 18 June 2011",18/06/2011,2011-06,"Nisbet, Alastair",Press (Christchurch, N.Z.) (Newspaper),0,"P A21","Text at the top reads Bob s next speech The cartoon shows Christchurch Mayor Bob Parker making a speech We shall fight on the beaches We shall fight in the liquefaction We shall fight in the cracks We shall fight on the falling rocks and in the sinkholes We shall fight in the portaloos We shall fight in the sewage pipes We shall fight in the polluted waters and subsided streets We shall fight in the heritage buildings including the Dux de Lux We shall NEVER surrender A man leans over a fence and yells Hey Bob How about a rewrite We shall raise the white flag and shall get the hell out Context The continuing earthquakes and aftershocks are causing serious problems in Christchurch both practical and emotional Many people quake refugees are considering leaving the city","Parker, Robert John (Sir), 1953- (name_authority) # Resilience (Personality trait)","Courage (subject_authority)","Parker, Robert John (Sir), 1953- (name_authority)",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.000521648408972353,0.000521648408972353,0.000521648408972353,0.000521648408972353,0.000521648408972353,0.104851330203443,0.000521648408972353,0.496087636932707,0.261345852895149,0.000521648408972353,0.000521648408972353,0.000521648408972353,0.130933750652061,0.000521648408972353,0.000521648408972353,0.000521648408972353,0.000521648408972353
DCDL-0018123,3.41837509491268,red_city_areas_red_zone_liquefaction_black_wearing,0.41837509491268,131,http://tapuhi.natlib.govt.nz/cgi-bin/spydus/NAV/GLOBAL/OPHDR/1/1456291,"Tremain, Garrick 1941- :"You have reached the quake helpline..." 19 June 2011",20/06/2011,2011-06,"Tremain, Garrick",Otago daily times (Newspaper),0,"ODT 8","A man wearing shorts and gumboots stands surrounded by liquefaction beside his collapsing house He tries to phone the Quake helpline for assistance and gets the response You have reached the quake helpline If you re up to your knees in liquefaction Press 1 If your house is down around your ears Press 2 If you re looking for assistance or answers press on Context The increasing frustration and misery of many Christchurch residents who are experiencing huge difficulty getting assistance after months of delays and continuing aftershocks following the Christchurch earthquakes of 4th September 22 February and the most recent ones on 13 June","Disasters - Psychological aspects (subject_authority) # Disaster relief (subject_authority)","Disasters - Psychological aspects (subject_authority) # Disaster relief (subject_authority)","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.000759301442672741,0.000759301442672741,0.41837509491268,0.266514806378132,0.000759301442672741,0.000759301442672741,0.000759301442672741,0.000759301442672741,0.000759301442672741,0.000759301442672741,0.000759301442672741,0.228549734244495,0.000759301442672741,0.0766894457099468,0.000759301442672741,0.000759301442672741,0.000759301442672741
